customer_id,full_name,email,phone,gender,birth_date,registration_date,city_id,address,membership_tier,total_orders,total_spent,city_name
522,Hani Hidayat,hani.hidayat221@email.com,081058587182,F,1988-06-14,2022-11-27,26,Jl. Merdeka No. 194,Gold,2,10403141,Kupang
523,Teguh Saputra,teguh.saputra309@email.com,081104128742,M,1967-03-10,2024-09-20,26,Jl. Diponegoro No. 9,Bronze,8,16928319,Kupang
524,Oki Ramadhan,oki.ramadhan76@email.com,088441627106,M,1982-02-03,2022-09-26,13,Jl. Merdeka No. 4,Silver,3,1854611,Padang
525,Eko Susanto,eko.susanto621@email.com,088985645850,M,1990-04-27,2026-06-12,19,Jl. Gajah Mada No. 109,Silver,4,3387174,Samarinda
526,Lukman Hidayat,lukman.hidayat591@email.com,087319616386,M,1971-05-21,2023-02-20,15,Jl. Ahmad Yani No. 110,Bronze,5,8859658,Banda Aceh
527,Sari Hidayat,sari.hidayat392@email.com,085760130713,F,1999-09-08,2023-08-06,16,Jl. Diponegoro No. 148,Platinum,7,10047796,Lampung
528,Hani Nugroho,hani.nugroho319@email.com,082427799501,F,2001-02-21,2024-09-03,12,Jl. Sudirman No. 25,Silver,7,13765644,Palembang
529,Sandi Lestari,sandi.lestari859@email.com,081998278217,M,1974-07-20,2022-06-21,8,Jl. Mawar No. 65,Bronze,4,5312542,Yogyakarta
530,Eka Santoso,eka.santoso893@email.com,085318897881,F,2001-10-14,2025-11-12,11,Jl. Diponegoro No. 194,Silver,3,4382625,Medan
531,Sari Nugroho,sari.nugroho726@email.com,084148508746,F,1980-06-15,2025-08-28,11,Jl. Sudirman No. 109,Silver,2,9856540,Medan
532,Eka Utami,eka.utami171@email.com,086142654720,F,1998-12-04,2022-11-28,1,Jl. Sudirman No. 10,Gold,7,6864971,Jakarta
533,Fitri Ramadhan,fitri.ramadhan896@email.com,087644679689,F,1996-03-24,2024-12-10,26,Jl. Pahlawan No. 3,Bronze,3,4566509,Kupang
534,Juli Susanto,juli.susanto630@email.com,089115534388,F,1982-09-11,2025-10-17,29,Jl. Kenanga No. 167,Bronze,5,6321112,Sorong
535,Rina Ramadhan,rina.ramadhan532@email.com,087891351401,F,2004-12-12,2026-07-03,7,Jl. Mawar No. 119,Bronze,3,3464971,Semarang
536,Eka Kusuma,eka.kusuma427@email.com,081769768868,F,1995-01-11,2026-01-04,17,Jl. Mawar No. 18,Platinum,3,3568546,Pontianak
537,Lukman Susanto,lukman.susanto339@email.com,081406795995,M,1971-09-15,2023-02-13,7,Jl. Kenanga No. 120,Silver,1,518042,Semarang
538,Nanda Ramadhan,nanda.ramadhan951@email.com,086122352653,M,1987-11-01,2023-04-08,18,Jl. Ahmad Yani No. 110,Silver,3,4862140,Banjarmasin
539,Lina Lestari,lina.lestari657@email.com,083831962147,F,1981-09-18,2024-04-05,25,Jl. Sudirman No. 152,Bronze,4,6691233,Mataram
540,Kurnia Kusuma,kurnia.kusuma535@email.com,088585145661,M,1971-03-26,2025-02-28,9,Jl. Gajah Mada No. 148,Silver,3,2452712,Surabaya
541,Wulan Ramadhan,wulan.ramadhan238@email.com,085248097310,F,1975-01-26,2023-03-05,16,Jl. Sudirman No. 158,Bronze,3,1518001,Lampung
542,Sandi Wibowo,sandi.wibowo524@email.com,088762012604,M,1969-01-05,2023-10-25,1,Jl. Pahlawan No. 171,Bronze,3,7285606,Jakarta
543,Rina Utami,rina.utami793@email.com,087332834814,F,2000-07-13,2023-05-09,4,Jl. Ahmad Yani No. 134,Bronze,6,5247199,Tangerang
544,Yusuf Wibowo,yusuf.wibowo147@email.com,088902207709,M,2005-05-23,2022-12-07,7,Jl. Melati No. 114,Bronze,4,2628361,Semarang
545,Dewi Sari,dewi.sari26@email.com,089015003556,F,2006-06-06,2024-06-10,29,Jl. Mawar No. 198,Silver,2,5005354,Sorong
546,Gita Lestari,gita.lestari956@email.com,081045837716,F,1989-06-06,2023-01-27,18,Jl. Mawar No. 93,Silver,2,2735341,Banjarmasin
547,Wawan Hidayat,wawan.hidayat944@email.com,089645745562,M,1988-05-17,2022-07-12,11,Jl. Ahmad Yani No. 9,Silver,3,4923014,Medan
548,Maya Santoso,maya.santoso59@email.com,084536156992,F,1981-05-21,2025-12-13,23,Jl. Mawar No. 156,Silver,3,4678553,Palu
549,Fitri Nugroho,fitri.nugroho379@email.com,089713788428,F,1999-02-02,2025-08-19,24,Jl. Thamrin No. 181,Silver,1,1131372,Denpasar
550,Dedi Saputra,dedi.saputra728@email.com,085562653160,M,1968-08-21,2022-09-02,27,Jl. Sudirman No. 140,Bronze,5,12101788,Jayapura
551,Yusuf Susanto,yusuf.susanto928@email.com,088148953034,M,1985-12-06,2023-11-13,1,Jl. Pahlawan No. 171,Silver,8,9008645,Jakarta
552,Irfan Wibowo,irfan.wibowo86@email.com,086036215200,M,1974-12-09,2024-10-24,25,Jl. Merdeka No. 71,Silver,4,5294035,Mataram
553,Fitri Ramadhan,fitri.ramadhan360@email.com,085800547550,F,1984-05-18,2022-01-07,24,Jl. Mawar No. 146,Gold,4,4924107,Denpasar
554,Wawan Siregar,wawan.siregar748@email.com,081371160993,M,1972-02-06,2022-06-30,15,Jl. Gajah Mada No. 152,Silver,1,580602,Banda Aceh
555,Hadi Utami,hadi.utami84@email.com,085051173495,M,2005-06-15,2023-03-22,1,Jl. Ahmad Yani No. 175,Silver,2,5089065,Jakarta
556,Fajar Hidayat,fajar.hidayat144@email.com,087721795431,M,1983-03-09,2024-02-16,2,Jl. Pahlawan No. 58,Gold,3,2842464,Bogor
557,Gita Kusuma,gita.kusuma502@email.com,086856674089,F,1993-05-03,2023-06-16,10,Jl. Melati No. 116,Gold,7,4952949,Malang
558,Budi Wibowo,budi.wibowo216@email.com,087158353462,M,1974-09-19,2024-02-29,19,Jl. Ahmad Yani No. 54,Bronze,2,2884165,Samarinda
559,Citra Sari,citra.sari268@email.com,086095658763,F,1981-04-15,2023-03-08,25,Jl. Thamrin No. 120,Silver,2,3596070,Mataram
560,Tika Saputra,tika.saputra108@email.com,087998529307,F,1967-06-23,2025-04-20,22,Jl. Merdeka No. 41,Bronze,2,4728646,Manado
561,Kartika Ramadhan,kartika.ramadhan167@email.com,085388382689,F,1976-06-10,2022-07-25,29,Jl. Kenanga No. 117,Silver,2,3008636,Sorong
562,Maya Nugroho,maya.nugroho616@email.com,086746143382,F,1981-12-12,2023-05-14,27,Jl. Pahlawan No. 77,Bronze,2,4162938,Jayapura
563,Teguh Wijaya,teguh.wijaya608@email.com,081122643545,M,1982-10-13,2024-05-22,14,Jl. Melati No. 43,Gold,6,6442404,Pekanbaru
564,Wawan Utami,wawan.utami317@email.com,086781465992,M,1986-01-03,2022-09-24,5,Jl. Pahlawan No. 43,Bronze,2,3010287,Bekasi
565,Irfan Siregar,irfan.siregar242@email.com,084684060593,M,1984-02-06,2023-09-10,6,Jl. Pahlawan No. 24,Silver,2,5576797,Bandung
566,Umar Wibowo,umar.wibowo353@email.com,085724092414,M,1965-08-06,2024-02-06,25,Jl. Melati No. 176,Bronze,1,1093644,Mataram
567,Sandi Ramadhan,sandi.ramadhan132@email.com,085016921419,M,1980-02-13,2024-08-07,13,Jl. Pahlawan No. 198,Bronze,3,7678826,Padang
568,Nina Lestari,nina.lestari686@email.com,083518693203,F,1969-06-16,2024-12-29,13,Jl. Diponegoro No. 156,Bronze,1,2367408,Padang
569,Nanda Pratama,nanda.pratama770@email.com,089921805120,M,1965-10-20,2024-10-23,11,Jl. Diponegoro No. 36,Bronze,4,6323703,Medan
570,Irfan Hidayat,irfan.hidayat185@email.com,082828416204,M,1986-07-21,2022-07-10,14,Jl. Ahmad Yani No. 80,Bronze,4,4086248,Pekanbaru
571,Bella Hidayat,bella.hidayat530@email.com,084583001311,F,1975-07-22,2023-01-03,14,Jl. Mawar No. 22,Bronze,6,7610542,Pekanbaru
572,Oki Utami,oki.utami589@email.com,087472388712,M,1975-06-05,2022-01-26,26,Jl. Mawar No. 3,Bronze,6,8591632,Kupang
573,Nina Utami,nina.utami650@email.com,089195703289,F,1992-05-24,2023-09-13,2,Jl. Melati No. 96,Silver,0,0,Bogor
574,Sari Pratama,sari.pratama778@email.com,083897895650,F,1976-07-18,2026-05-28,4,Jl. Thamrin No. 2,Bronze,6,11335753,Tangerang
575,Gita Sari,gita.sari476@email.com,082209952243,F,1994-07-02,2025-06-12,27,Jl. Sudirman No. 126,Bronze,2,1159158,Jayapura
576,Yusuf Ramadhan,yusuf.ramadhan304@email.com,089690996671,M,1992-06-22,2023-06-01,12,Jl. Ahmad Yani No. 46,Bronze,8,10866366,Palembang
577,Ani Nugroho,ani.nugroho115@email.com,089747183427,F,2005-01-20,2023-09-02,11,Jl. Pahlawan No. 64,Bronze,3,3657780,Medan
578,Fajar Susanto,fajar.susanto354@email.com,089469043199,M,1996-07-09,2025-07-20,5,Jl. Kenanga No. 63,Gold,5,3943429,Bekasi
579,Bella Wijaya,bella.wijaya742@email.com,084788319600,F,1967-03-20,2024-02-03,11,Jl. Pahlawan No. 132,Platinum,1,2427972,Medan
580,Maman Siregar,maman.siregar23@email.com,088502307281,M,1984-07-13,2026-03-15,21,Jl. Sudirman No. 111,Platinum,6,8711584,Makassar
581,Wawan Hidayat,wawan.hidayat813@email.com,084431481733,M,1997-09-28,2025-06-14,10,Jl. Gajah Mada No. 147,Bronze,6,6348250,Malang
582,Indah Susanto,indah.susanto688@email.com,089786395766,F,1976-05-17,2026-05-13,23,Jl. Pahlawan No. 47,Silver,3,7439195,Palu
583,Ani Saputra,ani.saputra282@email.com,086441952391,F,1991-11-05,2022-02-08,7,Jl. Kenanga No. 163,Bronze,5,2395208,Semarang
584,Joko Santoso,joko.santoso295@email.com,087851463947,M,1979-02-20,2023-10-27,23,Jl. Melati No. 100,Bronze,2,3554596,Palu
585,Maman Pratama,maman.pratama875@email.com,088484286122,M,1993-03-15,2023-12-11,11,Jl. Diponegoro No. 137,Silver,1,291364,Medan
586,Indah Saputra,indah.saputra499@email.com,082483048737,F,2001-02-21,2025-09-15,2,Jl. Diponegoro No. 192,Platinum,3,5924203,Bogor
587,Juli Hidayat,juli.hidayat31@email.com,083512284810,F,1993-11-15,2023-10-08,25,Jl. Kenanga No. 91,Silver,5,7703408,Mataram
588,Ani Utami,ani.utami944@email.com,083308943107,F,1996-04-13,2025-02-13,10,Jl. Pahlawan No. 156,Gold,3,5065563,Malang
589,Eko Saputra,eko.saputra183@email.com,084714688406,M,1972-10-10,2023-03-09,7,Jl. Pahlawan No. 141,Bronze,6,10831328,Semarang
590,Pandu Siregar,pandu.siregar109@email.com,088027479006,M,1985-06-21,2023-07-26,20,Jl. Melati No. 138,Silver,5,7406522,Palangkaraya
591,Oki Nugroho,oki.nugroho947@email.com,084750974892,M,1983-08-06,2024-08-08,25,Jl. Pahlawan No. 74,Bronze,1,424546,Mataram
592,Oktavia Ramadhan,oktavia.ramadhan669@email.com,087091421469,F,1971-07-19,2025-10-31,6,Jl. Diponegoro No. 163,Bronze,4,6859502,Bandung
593,Fajar Lestari,fajar.lestari750@email.com,085393036949,M,1970-10-19,2024-10-27,20,Jl. Kenanga No. 64,Bronze,3,5891420,Palangkaraya
594,Citra Pratama,citra.pratama566@email.com,084922193193,F,2003-11-13,2026-03-02,1,Jl. Mawar No. 95,Silver,3,6777305,Jakarta
595,Hadi Nugroho,hadi.nugroho67@email.com,084841614871,M,1985-03-10,2023-02-14,23,Jl. Diponegoro No. 148,Bronze,5,6522983,Palu
596,Yusuf Nugroho,yusuf.nugroho657@email.com,081684044771,M,1976-08-17,2026-06-20,8,Jl. Mawar No. 185,Platinum,2,4351132,Yogyakarta
597,Budi Ramadhan,budi.ramadhan395@email.com,085396844455,M,1998-08-28,2024-04-12,22,Jl. Mawar No. 186,Bronze,3,1238227,Manado
598,Bella Pratama,bella.pratama451@email.com,081532820121,F,1997-11-21,2026-01-07,13,Jl. Thamrin No. 68,Silver,2,2170039,Padang
599,Hadi Pratama,hadi.pratama815@email.com,083072712577,M,1986-03-08,2025-09-06,14,Jl. Ahmad Yani No. 25,Bronze,6,9345981,Pekanbaru
600,Rudi Siregar,rudi.siregar303@email.com,088255033473,M,1980-05-11,2024-10-03,23,Jl. Gajah Mada No. 116,Silver,1,965559,Palu
601,Wulan Santoso,wulan.santoso27@email.com,086545740371,F,1974-09-10,2022-10-14,25,Jl. Thamrin No. 146,Silver,3,1897865,Mataram
602,Oktavia Ramadhan,oktavia.ramadhan300@email.com,088984978241,F,1973-03-20,2022-11-13,10,Jl. Ahmad Yani No. 164,Bronze,2,886034,Malang
603,Wawan Hidayat,wawan.hidayat739@email.com,087514683531,M,1965-05-12,2025-04-11,5,Jl. Mawar No. 159,Gold,4,1048911,Bekasi
604,Eka Lestari,eka.lestari388@email.com,087550842481,F,1985-09-12,2024-10-23,28,Jl. Thamrin No. 124,Gold,3,5907529,Ambon
605,Dedi Pratama,dedi.pratama285@email.com,086140827626,M,1978-04-05,2023-09-26,8,Jl. Mawar No. 118,Silver,6,6382543,Yogyakarta
606,Teguh Siregar,teguh.siregar34@email.com,085583579348,M,1977-06-22,2026-02-27,8,Jl. Melati No. 137,Gold,2,1808613,Yogyakarta
607,Budi Nugroho,budi.nugroho817@email.com,084175852493,M,1980-04-09,2024-12-06,19,Jl. Diponegoro No. 59,Silver,5,7683509,Samarinda
608,Fitri Santoso,fitri.santoso761@email.com,084878929220,F,2000-05-03,2023-06-29,20,Jl. Melati No. 78,Bronze,2,3306116,Palangkaraya
609,Joko Lestari,joko.lestari550@email.com,085514366267,M,1995-08-04,2025-04-05,25,Jl. Sudirman No. 51,Bronze,9,12373217,Mataram
610,Citra Nugroho,citra.nugroho613@email.com,087387607079,F,1999-10-07,2022-07-24,7,Jl. Kenanga No. 3,Silver,4,5694944,Semarang
611,Rudi Utami,rudi.utami774@email.com,085297093830,M,2002-11-20,2023-02-03,21,Jl. Pahlawan No. 154,Bronze,4,4743020,Makassar
612,Maman Sari,maman.sari271@email.com,086364508651,M,1983-11-10,2024-11-19,16,Jl. Ahmad Yani No. 174,Silver,6,8368523,Lampung
613,Oktavia Wijaya,oktavia.wijaya915@email.com,087315776590,F,1996-01-11,2023-01-09,25,Jl. Thamrin No. 46,Bronze,8,2757919,Mataram
614,Juli Wijaya,juli.wijaya552@email.com,084532858338,F,1986-11-22,2024-06-26,28,Jl. Diponegoro No. 200,Bronze,10,14911285,Ambon
615,Irfan Hidayat,irfan.hidayat106@email.com,088235930367,M,1985-09-16,2023-09-18,17,Jl. Kenanga No. 54,Silver,7,6845209,Pontianak
616,Maman Kusuma,maman.kusuma162@email.com,085969846920,M,1990-03-28,2026-04-19,7,Jl. Melati No. 122,Silver,1,492262,Semarang
617,Indah Putri,indah.putri314@email.com,088495636795,F,1984-06-05,2024-08-24,9,Jl. Mawar No. 79,Bronze,3,5584740,Surabaya
618,Nina Santoso,nina.santoso662@email.com,084459041081,F,1968-07-12,2024-04-07,25,Jl. Mawar No. 197,Bronze,4,3261912,Mataram
619,Irfan Ramadhan,irfan.ramadhan330@email.com,086937390011,M,1983-06-01,2023-06-09,23,Jl. Melati No. 144,Silver,4,1568280,Palu
620,Yusuf Sari,yusuf.sari165@email.com,088127147064,M,1971-02-08,2023-07-16,15,Jl. Mawar No. 64,Bronze,6,14924542,Banda Aceh
621,Bella Wijaya,bella.wijaya379@email.com,082220781469,F,1986-05-18,2025-08-02,2,Jl. Mawar No. 35,Gold,1,1332879,Bogor
622,Maman Utami,maman.utami307@email.com,083465689714,M,1974-03-19,2024-04-27,24,Jl. Melati No. 23,Bronze,3,1911164,Denpasar
623,Tika Sari,tika.sari837@email.com,081093852809,F,1981-09-17,2025-09-15,25,Jl. Sudirman No. 180,Silver,3,7135554,Mataram
624,Lina Siregar,lina.siregar480@email.com,086272855249,F,1978-03-11,2024-07-02,25,Jl. Gajah Mada No. 86,Bronze,4,6623465,Mataram
625,Indah Lestari,indah.lestari421@email.com,087130339652,F,1973-02-21,2022-02-17,24,Jl. Mawar No. 13,Gold,3,3336572,Denpasar
626,Teguh Pratama,teguh.pratama895@email.com,088723546244,M,1992-01-17,2025-03-04,1,Jl. Melati No. 126,Bronze,4,4999871,Jakarta
627,Citra Susanto,citra.susanto116@email.com,083283902273,F,1970-09-25,2025-03-03,3,Jl. Melati No. 23,Silver,3,6970532,Depok
628,Wulan Ramadhan,wulan.ramadhan838@email.com,086484093053,F,1969-11-14,2026-03-20,7,Jl. Mawar No. 190,Bronze,2,845130,Semarang
629,Citra Kusuma,citra.kusuma800@email.com,085387238367,F,1986-08-17,2025-03-24,21,Jl. Kenanga No. 76,Bronze,3,1969774,Makassar
630,Ani Santoso,ani.santoso877@email.com,083857879268,F,1992-03-09,2023-10-23,8,Jl. Kenanga No. 91,Gold,3,5376184,Yogyakarta
631,Irfan Utami,irfan.utami27@email.com,085592466298,M,1984-03-04,2023-02-27,5,Jl. Gajah Mada No. 59,Silver,4,7889146,Bekasi
632,Lukman Kusuma,lukman.kusuma364@email.com,081117237338,M,1979-04-25,2023-07-10,14,Jl. Mawar No. 32,Gold,6,11109776,Pekanbaru
633,Ani Nugroho,ani.nugroho458@email.com,087178511697,F,1978-07-02,2026-03-04,28,Jl. Diponegoro No. 53,Silver,5,8934850,Ambon
634,Dedi Kusuma,dedi.kusuma775@email.com,081900388247,M,1998-02-06,2025-03-30,17,Jl. Mawar No. 190,Silver,3,2454579,Pontianak
635,Nina Putri,nina.putri262@email.com,083185001290,F,1997-06-16,2022-07-05,7,Jl. Mawar No. 5,Bronze,4,5778543,Semarang
636,Maya Wibowo,maya.wibowo67@email.com,082291472778,F,1988-05-27,2023-12-28,4,Jl. Sudirman No. 167,Silver,1,1138263,Tangerang
637,Putri Santoso,putri.santoso145@email.com,084639618881,F,2006-06-02,2026-02-03,9,Jl. Thamrin No. 145,Bronze,5,12184976,Surabaya
638,Fajar Susanto,fajar.susanto822@email.com,086553755986,M,1967-01-20,2026-04-11,16,Jl. Kenanga No. 107,Gold,2,1637824,Lampung
639,Fitri Kusuma,fitri.kusuma806@email.com,081697389798,F,1976-06-04,2022-11-07,17,Jl. Mawar No. 53,Bronze,5,6748799,Pontianak
640,Indah Lestari,indah.lestari911@email.com,083020792127,F,1966-06-01,2022-02-28,11,Jl. Thamrin No. 105,Bronze,5,10790980,Medan
641,Wulan Susanto,wulan.susanto358@email.com,084853396111,F,1975-02-01,2022-12-14,17,Jl. Sudirman No. 108,Platinum,3,4024071,Pontianak
642,Sandi Nugroho,sandi.nugroho618@email.com,085298066670,M,1993-03-28,2025-01-04,14,Jl. Mawar No. 121,Gold,5,2576480,Pekanbaru
643,Eka Pratama,eka.pratama734@email.com,085708994795,F,1988-10-22,2025-01-10,22,Jl. Mawar No. 192,Gold,5,9547769,Manado
644,Fajar Putri,fajar.putri85@email.com,084191956319,M,1974-04-22,2022-09-23,17,Jl. Pahlawan No. 73,Gold,3,2732115,Pontianak
645,Joko Putri,joko.putri998@email.com,084863461116,M,1984-06-23,2023-01-14,9,Jl. Gajah Mada No. 109,Bronze,3,3856554,Surabaya
646,Wawan Susanto,wawan.susanto814@email.com,081782424812,M,1989-11-02,2022-03-12,28,Jl. Thamrin No. 163,Bronze,4,5081180,Ambon
647,Hadi Saputra,hadi.saputra879@email.com,082477046857,M,2001-08-16,2022-01-24,11,Jl. Kenanga No. 104,Bronze,4,2822141,Medan
648,Rudi Lestari,rudi.lestari287@email.com,086743875978,M,1993-02-24,2025-01-22,9,Jl. Thamrin No. 66,Bronze,3,5917976,Surabaya
649,Sari Nugroho,sari.nugroho65@email.com,088653435299,F,1986-09-09,2022-07-17,22,Jl. Pahlawan No. 165,Bronze,3,3996636,Manado
650,Eko Putri,eko.putri730@email.com,082270079541,M,1972-02-18,2026-08-27,15,Jl. Gajah Mada No. 79,Bronze,3,8622795,Banda Aceh
651,Teguh Kusuma,teguh.kusuma861@email.com,083923044658,M,1997-04-05,2026-08-07,13,Jl. Merdeka No. 51,Silver,4,8032379,Padang
652,Rina Lestari,rina.lestari49@email.com,083280069602,F,2001-09-17,2022-11-07,25,Jl. Gajah Mada No. 41,Bronze,7,15610413,Mataram
653,Yusuf Putri,yusuf.putri435@email.com,084686349814,M,1974-09-20,2026-03-19,27,Jl. Ahmad Yani No. 13,Platinum,8,11631836,Jayapura
654,Juli Saputra,juli.saputra330@email.com,089324262230,F,1991-08-15,2024-12-04,29,Jl. Merdeka No. 20,Bronze,2,4436862,Sorong
655,Gita Siregar,gita.siregar774@email.com,082762549480,F,2003-02-02,2025-06-09,24,Jl. Thamrin No. 124,Gold,5,3120074,Denpasar
656,Oki Utami,oki.utami199@email.com,082504988056,M,1991-07-19,2025-08-16,6,Jl. Diponegoro No. 71,Bronze,2,510972,Bandung
657,Dewi Susanto,dewi.susanto146@email.com,088182207815,F,1974-04-15,2025-04-14,24,Jl. Gajah Mada No. 3,Silver,3,2030227,Denpasar
658,Rina Wijaya,rina.wijaya677@email.com,087177331154,F,2003-08-08,2025-07-11,25,Jl. Sudirman No. 139,Silver,4,6944721,Mataram
659,Eka Wijaya,eka.wijaya391@email.com,082097159585,F,1986-05-02,2026-03-25,29,Jl. Mawar No. 110,Silver,5,4671068,Sorong
660,Juli Putri,juli.putri983@email.com,082557137740,F,1970-12-20,2022-07-31,17,Jl. Mawar No. 180,Platinum,3,6398895,Pontianak
661,Bella Ramadhan,bella.ramadhan283@email.com,089180758909,F,1982-12-24,2026-04-26,4,Jl. Melati No. 85,Bronze,2,3318857,Tangerang
662,Lina Wijaya,lina.wijaya507@email.com,082141405441,F,1996-04-19,2022-07-27,1,Jl. Mawar No. 144,Silver,5,11092186,Jakarta
663,Wulan Sari,wulan.sari111@email.com,085097705819,F,1989-01-20,2025-09-29,28,Jl. Kenanga No. 25,Bronze,9,19643841,Ambon
664,Nanda Lestari,nanda.lestari404@email.com,085466185840,M,2003-07-27,2025-12-23,22,Jl. Mawar No. 118,Silver,4,5231282,Manado
665,Oki Wibowo,oki.wibowo222@email.com,083434945809,M,1992-11-01,2025-07-10,26,Jl. Merdeka No. 162,Gold,4,2706602,Kupang
666,Lukman Siregar,lukman.siregar870@email.com,089121545413,M,1966-12-15,2026-07-01,14,Jl. Gajah Mada No. 175,Bronze,6,10601053,Pekanbaru
667,Kurnia Nugroho,kurnia.nugroho651@email.com,084408662267,M,1985-08-23,2022-04-08,26,Jl. Diponegoro No. 143,Silver,5,3768154,Kupang
668,Maya Utami,maya.utami92@email.com,086728469606,F,1976-08-28,2026-05-19,12,Jl. Kenanga No. 138,Silver,5,3867156,Palembang
669,Maman Wibowo,maman.wibowo321@email.com,087965576778,M,1970-11-13,2022-07-27,10,Jl. Thamrin No. 194,Bronze,4,1872540,Malang
670,Putri Pratama,putri.pratama164@email.com,085120197934,F,1993-06-25,2026-07-09,11,Jl. Gajah Mada No. 5,Bronze,5,7340737,Medan
671,Rina Susanto,rina.susanto183@email.com,083987734263,F,1983-09-18,2025-02-21,21,Jl. Diponegoro No. 24,Bronze,1,2379184,Makassar
672,Indah Kusuma,indah.kusuma137@email.com,089251741685,F,1999-06-13,2023-11-28,23,Jl. Sudirman No. 189,Gold,4,8142832,Palu
673,Wulan Lestari,wulan.lestari42@email.com,089558483771,F,1979-08-27,2023-10-26,3,Jl. Merdeka No. 127,Bronze,7,14522588,Depok
674,Joko Siregar,joko.siregar13@email.com,082274716830,M,2006-04-05,2024-06-20,8,Jl. Merdeka No. 157,Bronze,2,5059631,Yogyakarta
675,Nina Sari,nina.sari869@email.com,088738351331,F,1977-07-06,2025-03-09,18,Jl. Pahlawan No. 95,Bronze,6,4166290,Banjarmasin
676,Maman Sari,maman.sari848@email.com,081553040088,M,1973-06-28,2022-06-07,12,Jl. Melati No. 182,Bronze,4,4996345,Palembang
677,Dewi Utami,dewi.utami735@email.com,086256884496,F,1979-12-12,2025-05-22,27,Jl. Ahmad Yani No. 148,Gold,5,6893625,Jayapura
678,Wulan Nugroho,wulan.nugroho23@email.com,087699971723,F,1992-02-06,2025-04-25,16,Jl. Melati No. 167,Bronze,5,6331369,Lampung
679,Putri Wibowo,putri.wibowo67@email.com,089708376770,F,1969-11-12,2022-10-30,23,Jl. Kenanga No. 126,Bronze,5,5577537,Palu
680,Oki Putri,oki.putri691@email.com,086603476620,M,1984-09-23,2024-07-14,22,Jl. Diponegoro No. 146,Silver,3,3413231,Manado
681,Eka Utami,eka.utami7@email.com,089817442957,F,2002-06-28,2025-10-27,18,Jl. Gajah Mada No. 151,Bronze,4,5786307,Banjarmasin
682,Yusuf Wijaya,yusuf.wijaya255@email.com,085250257476,M,1975-12-07,2024-04-27,17,Jl. Thamrin No. 8,Silver,6,8774143,Pontianak
683,Dewi Pratama,dewi.pratama972@email.com,088238536261,F,1990-10-23,2022-07-12,3,Jl. Pahlawan No. 98,Silver,4,8129543,Depok
684,Maman Kusuma,maman.kusuma441@email.com,089070520735,M,1987-03-23,2023-09-30,4,Jl. Mawar No. 24,Bronze,4,8112303,Tangerang
685,Gita Putri,gita.putri463@email.com,084229022509,F,2005-02-11,2025-08-18,12,Jl. Melati No. 66,Bronze,3,7427808,Palembang
686,Umar Santoso,umar.santoso987@email.com,081054024164,M,1971-03-01,2024-02-04,22,Jl. Gajah Mada No. 99,Bronze,6,4287647,Manado
687,Citra Kusuma,citra.kusuma549@email.com,082482828724,F,2004-08-06,2025-07-27,7,Jl. Thamrin No. 154,Bronze,3,3654793,Semarang
688,Rudi Susanto,rudi.susanto834@email.com,088812525969,M,1976-09-05,2026-05-01,28,Jl. Merdeka No. 160,Bronze,3,6948555,Ambon
689,Lukman Siregar,lukman.siregar605@email.com,083226892666,M,1987-11-06,2022-08-09,10,Jl. Sudirman No. 128,Bronze,3,5105004,Malang
690,Yusuf Siregar,yusuf.siregar459@email.com,085054496823,M,2000-07-26,2024-07-20,11,Jl. Melati No. 17,Bronze,3,4349576,Medan
691,Eka Putri,eka.putri367@email.com,083538897827,F,1977-07-02,2024-10-02,27,Jl. Melati No. 24,Silver,3,1865434,Jayapura
692,Rina Lestari,rina.lestari776@email.com,086157964035,F,1999-09-13,2025-12-09,19,Jl. Gajah Mada No. 35,Bronze,9,11302454,Samarinda
693,Lukman Ramadhan,lukman.ramadhan503@email.com,085397334192,M,1992-07-03,2024-04-07,14,Jl. Sudirman No. 83,Silver,4,4249642,Pekanbaru
694,Juli Nugroho,juli.nugroho57@email.com,081178810419,F,1983-11-23,2026-04-28,26,Jl. Sudirman No. 79,Gold,3,3255494,Kupang
695,Maman Susanto,maman.susanto395@email.com,086103447686,M,1966-01-10,2024-12-30,2,Jl. Melati No. 14,Gold,5,8481553,Bogor
696,Rina Sari,rina.sari716@email.com,081921241143,F,1997-06-22,2023-01-01,28,Jl. Mawar No. 48,Gold,0,0,Ambon
697,Citra Susanto,citra.susanto628@email.com,081066970190,F,1978-10-21,2024-10-11,7,Jl. Pahlawan No. 53,Gold,3,2750928,Semarang
698,Lukman Santoso,lukman.santoso847@email.com,086275816824,M,1986-03-13,2023-05-08,29,Jl. Pahlawan No. 12,Bronze,7,9413275,Sorong
699,Yusuf Ramadhan,yusuf.ramadhan924@email.com,087984434647,M,2001-12-28,2024-05-15,9,Jl. Diponegoro No. 168,Silver,8,14726965,Surabaya
700,Nina Susanto,nina.susanto863@email.com,084870091128,F,1991-07-09,2024-05-01,1,Jl. Mawar No. 65,Silver,4,726904,Jakarta
701,Bella Susanto,bella.susanto229@email.com,089892834378,F,1973-11-23,2024-07-08,25,Jl. Sudirman No. 30,Bronze,1,1561600,Mataram
702,Citra Kusuma,citra.kusuma979@email.com,087005242777,F,1975-12-09,2023-11-02,18,Jl. Melati No. 74,Bronze,4,7018199,Banjarmasin
